WO,"District
","Ward
","Date
","Shift
","Supervisor
",# Staff OR Contracted Crew,"Hours Worked
",# of Equipment (Dump Trucks),In-House/ Contractor (RAW),"Dump Truck Provider 
Contractor",Location,From ,To,"Type (Road Class/ School, Bridge)
","Equip. Method
","# Loads
","Tonnes 
(auto-populates)
","One Side/ Both Sides
","# Km
",Snow Dumped Site,__submission_id
21558388.0,SC,23,24-Feb-25,7:00 pm - 7:00 am,Kim Daniel,,,,TOA 1-1,TOA1-1,Finch Ave E,Markham Rd,Scottfield Dr,"Arterial, Sidewalks, Bridges",,,,Both - North & South,1.2,Morningside,
21554988.0,SC,23,24-Feb-25,7:00 am - 6:00 pm,Varouj Sorfazlian,,,,TOA 1-1,TOA1-1,Markham Rd,Bridge N/ of McLevin Ave,Finch Ave E,"Arterial, Sidewalks, Bridges",,,,One - East,1.2,Morningside,
21554994.0,SC,25,24-Feb-25,7:00 am - 5:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Meadowvale Rd,Hwy 401 WB On Ramp,Hwy 401 EB Off Ramp,"Arterial, Sidewalks, Bridges",,,,One - West,0.4,Morningside,
21551850.0,TEY,13,22-Feb-25,8:00 pm - 6:00 am,Rafiqul Islam,1 crew,10,6.0,TOA1-2,TOA1-2,Bloor St E,Ted Roger's Way,Yonge St,"Arterial, Sidewalks, Bike Lanes",Cameleon,38,380.0,Both,1.07,Unwin,
21559065.0,SC,23/24,25-Feb-25,7:00 am - 5:00 pm,Tran To,,,,TOA 1-1,TOA1-1,(continuation) Progress Ave bridge over Hwy 401,100 m S/of Milner,50 m S/of Bridge,"Arterial, Sidewalks, Bridges",,,,One - West,0.45,Morningside,
21559065.0,SC,24,25-Feb-25,7:00 am - 5:00 pm,Tran To,,,,TOA 1-1,TOA1-1,(in progress) Ellesmere Rd Over East Highland Creek,-,-,"Arterial, Sidewalks, Bridges",,,,One - South,0.2,Morningside,
21579647.0,SC,24,6-Mar-25,7:00 am - 7:00 pm,Tran To,1 crew,12,5.0,TOA1-1,TOA1-1,Brimorton Dr,McCowan Rd,Orton Park Rd,"Arterial, Sidewalks",Blower,64,640.0,One - South,4,Morningside,
21579707.0,SC,24,6-Mar-25,7:00 am - 5:00 pm,Tran To,1 crew,10,4.0,TOA1-1,TOA1-1,Orton Park Rd,Lawrence Ave E,Ellesmere Ave,"Arterial, Sidewalks",Loader,21,210.0,One - East,2.1,Morningside,
21579717.0,SC,24,6-Mar-25,7:00 am - 5:00 pm,Tran To,1 crew,10,4.0,TOA1-1,TOA1-1,Sheppard Ave E,Durnford Rd,Kingston Rd,"Arterial, Sidewalks",Loader,18,180.0,One - South,revisited,Morningside,
21559054.0,SC,23,25-Feb-25,7:00 am - 5:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Polling Sites: 1081 Progress Ave,-,-,"Arterial, Sidewalks",,,,Both - East & West,0.05,Morningside,
21552723.0,SC,20,23-Feb-25,7:00 am - 7:00 pm,Antonio Benavidez,1 crew,12,12.0,TOA1-2,TOA1-2,Kingston Rd,Sandown Ave,Birchmount Ave,Arterial & Sidewalk,Blower & Loader,100,1000.0,One - North,2,Morningside,
21553904.0,TEY,11,23-Feb-25,7:00 pm - 7:00 am,Rafiqul Islam,1 crew,12,3.0,TOA1-2,TOA1-2,Queens Park Circle - SB,Bloor St W,College St,"Arterial, Sidewalks, Bike Lanes",Cameleon,16,160.0,One - West,0.98,Unwin,
21559054.0,SC,24,25-Feb-25,7:00 am - 5:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Polling Sites: 277 Orton Park Rd,-,-,"Arterial, Sidewalks",,,,Both - East & West,0.05,Morningside,
21558659.0,SC,20,24-Feb-25,7:00 pm - 7:00 am,Lorenzo DaSilva,1 crew,12,15.0,TOA1-2,TOA1-2,Warden Ave,Danforth Ave,Kingston Rd,Arterial/Sidewalk,Blower & Loader,93,930.0,Both,1.44,Morningside,
21558670.0,TEY,13/14/11,24-Feb-25,7:00 pm - 7:00 am,Lorenzo DaSilva,1 crew,12,7.0,TOA1-2,TOA1-2,Bloor St E,Parliament St,Broadview Ave,Arterial/Sidewalk,Cameleon,49,490.0,One,1.1,Unwin,
21558691.0,TEY,11,24-Feb-25,7:00 pm - 7:00 am,Lorenzo DaSilva,1 crew,12,3.0,TOA1-2,TOA1-2,Avenue Rd,Bloor St,Davenport Rd,Arterial/Sidewalk,Cameleon,15,150.0,Both,1.36,Unwin,
21561360.0,TEY,14,25-Feb-25,7:00 pm - 7:00 am,Rafiqul Islam,1 crew,12,10.0,TOA1-2,TOA1-2,Danforth Ave,Broadview Ave,Greenwood Ave,Arterial/Bike Lanes,Cameleon,55,550.0,One - South,2.95,Unwin,
21582223.0,SC,24,6-Mar-25,7:00 pm - 4:00 am,Kim Daniel,1 crew,9,5.0,TOA1-1,TOA1-1,Brimorton Dr,Orton Park Rd,McCowan Rd,"Arterial, Sidewalks",Blower,33,330.0,One - North,4,Morningside,
21559054.0,SC,25,25-Feb-25,7:00 am - 5:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Polling Sites: 30 Sewells Rd,-,-,"Arterial, Sidewalks",,,,Both - East & West,0.05,Morningside,
21559054.0,SC,23,25-Feb-25,7:00 am - 5:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Polling Sites: 31 Glen Watford Dr,-,-,"Local, Sidewalks",,,,Both - East & West,0.05,Morningside,
,SC,24,7-Mar-25,7:00 am - 7:00 pm,Tran To,1 crew,12,6.0,TOA1-1,TOA1-1,Scarborough Golf Club Rd,Lawrence Ave E,Kingston Rd,"Arterial, Sidewalks",Blower,27,270.0,both,3.6,Morningside,
,SC,25,7-Mar-25,7:00 am - 4:30 pm,Tran To,1 crew,9.5,4.0,TOA1-1,TOA1-1,Meadovwale Rd over Rouge River,N/of Sheppard Ave E,,"Arterial, Sidewalks, Bridges",Loader,18,180.0,Both - East & West,0.25,Morningside,
21559054.0,SC,24,25-Feb-25,7:00 am - 5:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Polling Sites: 9 Neilson Rd,-,-,"Arterial, Sidewalks",,,,Both - East & West,0.05,Morningside,
21559054.0,SC,24,25-Feb-25,7:00 am - 5:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Pollling Sites: 292 Manse Rd,-,-,"Local, Sidewalks",,,,Both - East & West,0.05,Morningside,
,SC,25,7-Mar-25,7:00 am - 4:00 pm,Tran To,1 crew,9,4.0,TOA1-1,TOA1-1,Centennial Rd,Conference blvd,Lawson Rd,Collector,Loader,28,280.0,One - East,0.67,Morningside,
,SC,24,7-Mar-25,7:00 pm - 7:00 am,Tran To,1 crew,12,6.0,TOA1-1,TOA1-1,Bellamy Rd N,Eastpark Blvd,Progress Ave,Arterial,Blower,27,270.0,One - East,2.83,Morningside,
21585136.0,SC,24,8-Mar-25,7:00 am - 7:00 pm,Tran To,1 crew,12,6.0,TOA1-1,TOA1-1,Bellamy Rd N,Nelson St,Cedar Brae Blvd,Arterial,Blower,20,460.0,One - West,revisited,Morningside,
21539576.0,TEY,11/14,19-Feb-25,8:00 pm - 7:00 am,Rafiqul Islam,1 crew,11,6.0,TOA1-2,TOA1-2,Bloor St E,Bayview Ave,Parliament St,"Arterial,  Sidewalks, Bridges, Bike Lanes",Cameleon,32,320.0,One - North,0.65,Unwin,
21534696.0,TEY,20,19-Feb-25,7:00 am - 7:00 pm,Antonio Benavidez,1 crew,12,11.0,TOA1-2,TOA1-2,Kingston Rd,Warden Ave,Birchcliff Ave,"Arterial, Sidewalks",Blower,71,710.0,One - South,0.65,Morningside,
21559050.0,SC,25,25-Feb-25,7:00 am - 7:00 pm,Varouj Sorfazlian,,,,TOA 1-1,TOA1-1,Sheppard Ave E,Port Union Rd,John Graham Crt,"Arterial, Sidewalks, Bike Lanes",,,,One - West,0.5,Morningside,
21561386.0,SC,20,25-Feb-25,7:00 pm - 7:00 am,Lorenzo DaSilva,1 crew,12,15.0,TOA1-2,TOA1-2,Birchmount Rd,Danforth Ave,St. Clair Ave,"Arterial, Sidewalks",Blower,120,1200.0,One - East,1.66,Unwin,
21535235.0,TEY,10,19-Feb-25,7:00 am - 7:00 pm,Marco Roman,2 crews,12,18.0,TOA1-2,TOA1-2,Richmond St,Parliament St,Spadina Ave,"Arterial, Sidewalk, Bike Lane",Cameleon,74,740.0,One - North,2.68,New Toronto,
21559050.0,SC,23,25-Feb-25,7:00 am - 7:00 pm,Varouj Sorfazlian,,,,TOA 1-1,TOA1-1,Tapscott Rd over CN Rails,N/of McLevin Ave,-,"Arterial, Sidewalks, Bridges",,,,Both - East and West,0.22,Morningside,
21562246.0,SC,21/24,26-Feb-25,7:00 am - 5:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Bellamy Rd N,N of Banmoor Blvd,South of Burnview Cres,"Arterial, Sidewalks, Bridges",,,,Both - East & West,0.18,Morningside,
21552554.0,SC,21,23-Feb-25,7:00 am - 5:00 pm,Anil Pattali,1 crew,10,6.0,TOA1-2,TOA1-2,Lawrence Ave Bridge,Kennedy Rd,Midland Ave,"Arterial,  Sidewalks, Bridges",Loader,55,137.5,One - North,,Morningside,
21552589.0,TEY,19,23-Feb-25,7:00 am - 5:00 pm,Marco Roman,1 crew,10,6.0,TOA1-2,TOA1-2,O'Connor Dr Bridge,Woodbine Ave,Glenwood Cres,"Arterial,  Sidewalks, Bridges",Loader,22,220.0,Both,0.83,Unwin,
21562240.0,SC,21,26-Feb-25,7:00 am - 1:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Polling Sites: 2231 Lawrence Ave E,2218 Lawrence Ave,2231 Lawrence Ave,"Local, Sidewalks",,,,Both - East & West,0.05,Morningside,
21553918.0,TEY,13,23-Feb-25,8:00 pm - 6:00 am,Rafiqul Islam,1 crew,10,6.0,TOA1-2,TOA1-2,Bloor St E,West of Ted Rogers Way,Parliament St,"Arterial, Sidewalks, Bike Lanes",Cameleon,37,370.0,One - South,0.78,Unwin,
21554851.0,TEY,10 / 11,24-Feb-25,7:00 am - 5:00 pm,Marco Roman,1 crew,10,15.0,TOA1-2,TOA1-2,University Ave,College St,Wellington St,"Bike Lanes, windrow punch outs for pedestrian access from parking",Cameleon,30,300.0,East and West,1.2,Unwin,
21562240.0,SC,20,26-Feb-25,7:00 am - 1:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Polling Sites: 2467 Eglinton Ave E,-,-,"Arterial, Sidewalks",,,,Both - East & West,0.05,Morningside,
21554837.0,SC,20,24-Feb-25,7:00 am - 7:00 pm,Antonio Benavidez,1 crew,12,10.0,TOA1-2,TOA1-2,Kingston Rd WB,Fallingbrook Rd,Victoria Park Ave,Arterial & Sidewalk,Loader,56,560.0,One - North ,0.42,Morningside,
21562240.0,SC,20,26-Feb-25,7:00 am - 1:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Polling Sites: 25 Mendelssohn St,25 Mendelsshohn St,Tanter Tr,"Arterial, Sidewalks",,,,Both - East & West,0.05,Morningside,
21558963.0,SC,20,25-Feb-25,7:00 am - 7:00 pm,Antonio Benavidez,1 crew,12,11.0,TOA1-2,TOA1-2,Danforth Ave,Birchmount Rd,Kingston Rd,Arterial,Loader,60,600.0,Both - East & West,2.04,Morningside,
21558907.0,SC,21,25-Feb-25,7:00 am - 5:00 pm,Anil Pattali,1 crew,10,4.0,TOA1-2,TOA1-2,Warden Ave,Hwy 401,,"Arterial, Sidewalks, Bridges",Loader,25,250.0,One - West,0.67,Morningside,
21558915.0,SC,22,25-Feb-25,7:00 am - 6:00 pm,Antonio Benavidez,1 crew (crew 1),11,6.0,TOA1-2,TOA1-2,Huntingwood Dr,Victoria Park Ave,Warden Ave,"Arterial, Sidewalks",Cameleon,17,170.0,Both sides,2.62,Morningside,
21562240.0,SC,21,26-Feb-25,7:00 am - 1:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Polling Sites: 7 Glamorgan Ave,7 Glamorgan Ave,Dundalk Dr,"Arterial, Sidewalks",,,,Both - East & West,0.05,Morningside,
21558915.0,SC,22,25-Feb-25,8:00 am - 6:00 pm,Antonio Benavidez,1 crew (crew 2),10,5.0,TOA1-2,TOA1-2,,,,,Cameleon,10,100.0,Both sides,,,
21572267.0,SC,,3-Mar-25,7:00 am - 5:00 pm,Lorenzo DaSilva (assist),1 crew,10,6.0,TOA1-2,TOA1-2,Lawrence Ave E,Warden Ave,Pharmacy Ave,"Arterial, Sidewalks",,45,450.0,,revisited,Morningside,
21562240.0,SC,21,26-Feb-25,7:00 am - 1:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Polling Sites: 929 Kennedy Rd,-,-,"Arterial, Sidewalks",,,,Both - East & West,0.05,Morningside,
21572230.0,SC,20,3-Mar-25,7:00 am - 7:00 pm,Lorenzo DaSilva (assist),1 crew,12,12.0,TOA1-2,TOA1-2,St. Clair Ave,Victoria Park Ave,Linden Ave,Arterial ,,69,690.0,One - South,3.39,Morningside,
21562240.0,SC,21,26-Feb-25,7:00 am - 1:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Pollling Sites: 20 Canadian Rd,-,-,"Local, Sidewalks",,,,Both - East & West,0.05,Morningside,
21571752.0,SC,22/23,2-Mar-25,7:00 am - 7:00 pm,Varouj Sorfazlian,,,,TOA 1-1,TOA1-1,Steeles Ave E,Brimley Rd,Fenton Rd,Bike Lanes,,,,One - North,0.38,Morningside,
21572965.0,SC,24/25,3-Mar-25,7:00 am - 7:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Kingston Rd,Beechgrove Dr,Lawrence Ave E,"Arterial, Sidewalks",,,,"One - North (excluded stretch from old kingston rd to morningside, previously accounted for Feb 22",revisited,Morningside,
21572965.0,SC,25,3-Mar-25,7:00 am - 7:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Hwy 2A,Highland Creek,Lawson Rd,"Arterial, Sidewalks",,,,One - South,revisited,Morningside,
21572977.0,SC,24,3-Mar-25,7:00 am - 4:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Markham Rd over Rail,N/of Dunelm St,,"Arterial, Sidewalks, Bridges",,,,Both - North & South,0.45,Morningside,
21572854.0,SC,20,3-Mar-25,7:00 am - 5:00 pm,TBD/Subin/Tagee assist,1 crew,12,12.0,TOA1-2,TOA1-2,St Clair Ave ,Linden Ave,Kingston Rd,"Arterial, Sidewalks",Blower,81,810.0,One South,1.63,Morningside,
21572977.0,SC,24,3-Mar-25,7:00 am - 4:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Sheppard Ave E over East Highland Creek,E/of McCowan Rd,,"Arterial, Sidewalks, Bridges",,,,One - South,0.03,Morningside,
21575219.0,SC,24,4-Mar-25,7:00 am - 7:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Kingston Rd,Cromwell Rd,Markham Rd,"Arterial, Sidewalks",,,,One - North,revisited,Morningside,
21576806.0,SC,20,4-Mar-25,7:00 pm - 7:00 am,Thagee (assist),1 crew,12,15.0,TOA1-2,TOA1-2,Midland Avenue ,Danforth Road,Eglington Avenue,"Arterial, Sidewalks",Blower,86,860.0,Both - East & West,1.24,Morningside,
21575219.0,SC,20/24,4-Mar-25,7:00 am - 7:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Markham Rd,Kingston Rd,Markanna Dr,"Arterial, Sidewalks",,,,One - East,0.2,Morningside,
21576819.0,SC,19/14,4-Mar-25,7:00 pm - 4:00 am,Rafiqul Isalm,1 crew,9,5.0,TOA1-2,TOA1-2,Danforth Ave,Victoria Park Ave,Sibley Ave,"Arterial, Sidewalk & Bike lane",Cameleon,13,130.0,One - South,0.354,Morningside,
21575224.0,SC,25,4-Mar-25,7:00 am - 4:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Sheppard Ave E,Vandorf St,Durnford Rd,"Arterial, Sidewalks",,,,One - West,revisited,Morningside,
21579707.0,SC,24,6-Mar-25,7:00 am - 5:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Brimorton Dr,Orton Park Rd,Scarborough Golf Club Rd,"Arterial, Sidewalks",,,,One - North,0.8,Morningside,
21579717.0,SC,25,6-Mar-25,7:00 am - 5:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Ellesmere Rd,Kingston Rd,Meadowvale Rd,Arterial,,,,Both - North & South,1.5,Morningside,
21579717.0,SC,25,6-Mar-25,7:00 am - 5:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Port Union Rd,SB Right Turn Lane,Lawrence Ave E,Arterial,,,,One - West,0.05,Morningside,
21579842.0,SC,20,6-Mar-25,7:00 am - 5:00 pm,Marco Roman,1 crew,10,6.0,TOA1-2,TOA1-2,Pharmacy Ave ,Lawrence Ave E,Ellesmere Rd ,"Arterial, Sidewalks",Loader,40,400.0,Both,3.64,Morningside,
21579717.0,SC,25,6-Mar-25,7:00 am - 5:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Lawrence Ave E,Port Union Rd,Rouge Hills Dr,"Arterial, Bike Lanes, bridge",,,,One - South,1.7,Morningside,
21579717.0,SC,25,6-Mar-25,7:00 am - 5:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Centennial Rd,Lawrence Ave E,Conference Blvd,Collector,,,,One - East,0.49,Morningside,
21579854.0,SC,20,6-Mar-25,7:00 am - 5:00 pm,Marco Roman,1 crew,10,6.0,TOA1-2,TOA1-2,Ellesmere Rd,Warden Ave,Kennedy Rd,"Arterial, Sidewalks",Loader,40,400.0,One - South,1.65,Morningside,
21579717.0,SC,25,6-Mar-25,7:00 am - 5:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Cameron Watson Cres (Blocked Sidewalks),Centennial Rd,Centennial Rd,"Local, Sidewalks",,,,One - West,0.3,Morningside,
21579816.0,SC,20,6-Mar-25,7:00 am - 7:00 pm,Marco Roman,1 crew,12,12.0,TOA1-2,TOA1-2,Danforth Rd,Birchmount Ave,Danforth Ave,"Arterial, Sidewalks",Blower,60,600.0,One - North,1.65,Morningside,
21582223.0,SC,24,6-Mar-25,7:00 pm - 4:00 am,Kim Daniel,,,,TOA 1-1,TOA1-1,Scarborough Golf Club Rd,Ellesmere Rd,Lawrence Ave E,"Arterial, Sidewalks",,,,Both - East & West,3.8,Morningside,
21582223.0,SC,24,6-Mar-25,7:00 pm - 4:00 am,Kim Daniel,,,,TOA 1-1,TOA1-1,Zoo Rd bridge over Meadowvale Rd,Meadowvale Rd NB Off Ramp,Meadowvale Rd SB On Ramp,"Arterial, Sidewalks, Bridges",,,,Both - North & South,0.18,Morningside,
,SC,21,7-Mar-25,7:00 am - 7:00 pm,TBD/Subin/Tagee assist,1 crew,12,6.0,TOA1-2,TOA1-2,Ellesmere Rd,Wye Valley Rd,Kennedy Rd,Arterial,Loader,27,270.0,One - South,Revisited,Morningside,
,SC,21/24,7-Mar-25,7:00 am - 5:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Bellamy Rd N,Cedar Brae Blvd,Eastpark Blvd,Arterial,,,,One - East,0.44,Morningside,
,SC,20,7-Mar-25,7:00 am - 5:00 pm,TBD/Subin/Tagee assist,1 crew,10,6.0,TOA1-2,TOA1-2,Pharmacy Ave ,Lawrence Ave E,Ellesmere Rd ,Arterial,Loader,25,25.0,One - West,Revisited,Morningside,
,SC,25,7-Mar-25,7:00 am - 4:30 pm,Tran To,,,,TOA 1-1,TOA1-1,McLevin Ave ,RTL to NB Neilson Rd,,Arterial,,,,One - North,0.05,Morningside,
,SC,23,7-Mar-25,7:00 am - 4:30 pm,Tran To,,,,TOA 1-1,TOA1-1,McLevin Ave ,Neilson Rd, Markham Rd,Arterial,,,,One - North,2,Morningside,
21581571.0,SC,20,7-Mar-25,7:00 am - 5:00 pm,TBD/Subin/Tagee assist,1 crew,12,12.0,TOA1-2,TOA1-2,Kennedy Road ,Eglington Avenue East,Danforth Rd,Arterial,Blower,30,300.0,One - West,2.07,Morningside,
,SC,23,7-Mar-25,7:00 am - 4:30 pm,Tran To,,,,TOA 1-1,TOA1-1,Brimley Rd,McNicoll Ave ,Danjohn Cres,Arterial,,,,One - West,0.44,Morningside,
,SC,23,7-Mar-25,7:00 am - 4:30 pm,Tran To,,,,TOA 1-1,TOA1-1,Nugget Ave,Markham Rd,McCowan Rd,Arterial,,,,Both - North & South,3.42,Morningside,
,SC,25,7-Mar-25,7:00 am - 4:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Centennial Rd,Lawson Rd,Lawrence Ave E,Collector,,,,One - West,1.17,Morningside,
21572254.0,SC,20,8-Mar-25,7:00 am - 7:30 pm,TBD/Subin/Tagee assist,1 crew,12.5,12.0,TOA1-2,TOA1-2,Brimley Rd,Kingston Rd,Eglinton Ave,Arterial,Blower,36,360.0,both,3.68,Morningside,
,SC,25,7-Mar-25,7:00 am - 4:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Lawson Rd,Centennial Rd,Port Union Rd,Collector,,,,One - South,0.83,Morningside,
,SC,24,7-Mar-25,7:00 pm - 7:00 am,Tran To,,,,TOA 1-1,TOA1-1,Bellamy Rd N,Progress Ave,Nelson St,Arterial,,,,One - West,3.91,Morningside,
21585136.0,SC,25,8-Mar-25,7:00 am - 7:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Middlefield Dr,McNicoll Ave,Lansbury Dr,Arterial,,,,One - West,0.24,Morningside,
21585136.0,SC,25,8-Mar-25,7:00 am - 7:00 pm,Tran To,,,,TOA 1-1,TOA1-1,Tapscott Rd,McNicoll Ave,#850 Tapscott Rd,Arterial,,,,One - West,0.53,Morningside,
,EY,3,18-Feb-25,Night,Ivan Gaitan,2 crews / TOA2-5 CM #1 & 2,12,37.0,TOA2-5,,Bloor St W,Dundas St W,Gardenvale,"Arterial, Bike Lane, sidewalk",Cameleon,41,410.0,Eastbound,1.13,,
,EY,3,18-Feb-25,Night,Ivan Gaitan,1 crew / TOA 2-5 CM #3,12,37.0,TOA2-5,,Bloor St W,Prince Edward,Aberfoyle,"Arterial, Bike Lane, sidewalk",Cameleon,25,250.0,Westbound,1.13,,
,EY,3,19-Feb-25,Day,Dennis Kelly / Sami Alani,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Dundas St W,Humber River,Etobicoke Creek,Arterial,Blower,213,2130.0,Eastbound,1.55,,
,EY,10 & 13,19-Feb-25,Day,Arsalan Saeed,2 crews / TOA2-5 CM #1 & 2,12,,TOA2-5,,Adelaide St,Bathurst St,Parliament St,Arterial,Cameleon,56,560.0,Eastbound,3.33,,
,EY,2&3,19-Feb-25,Day,Arsalan Saeed,0.5 crew / TOA 2-5 CM #3,12,,TOA2-5,,Islington Ave,Princess Margaret Blvd,The Queensway,Sidewalk,Cameleon,0,0.0,Southbound,6.07,,
,EY,1&2,19-Feb-25,Day,Ian MacMillan ,1 crew / TOA2-1 BL #1,12,,TOA2-1,,Dixon Rd,HWY 427,Martin Grove Road,Arterial,Blower,20,200.0,Eastbound,2.39,,
,EY,12,19-Feb-25,Day,Avinash Singh,1 crew / TOA2-1 BL #2,7,,TOA2-1,,Bathurst St,Eglinton Ave,Dewbourne,Arterial,Blower,13,130.0,Southbound,0.23,,
,EY,5,19-Feb-25,Night,Matthew Shaw/Sergio D'Amico,1 crew / TOA2-1 BL #1,12,,TOA2-1,,Weston Rd,Oak St,St Phillips Rd,Arterial,Blower,32,320.0,Bothsides,0.386,,
,EY,1 & 5,19-Feb-25,Night,Matthew Shaw/Sergio D'Amico,1 crew / TOA2-1 BL #1,12,,TOA2-1,,St Phillips,Weston Rd ,Dixon Rd,Arterial,Blower,,0.0,Westbound,0.792,,
,EY,12,19-Feb-25,Night,Florian Osmanaj/Ahmad Nabavi,1 crew / TOA2-1 BL #2,12,,TOA2-1,,Bathurst St,Dewbourne Ave,Claxton Blvd,Arterial,Blower,68,680.0,Southbound,1.37,,
,EY,3,19-Feb-25,Night,Ivan Gaitan,"2 crew / TOA2-5 CM #1, #2",12,,TOA2-5,,Bloor St W,Gardenvale,Riverside Dr,Arterial,Cameleon,46,460.0,One Side ,2.39,,
,EY,3,19-Feb-25,Night,Ivan Gaitan,1 crew / TOA 2-5 CM# 3,12,,TOA2-5,,Bloor St W,Aberfoyle,Kipling Ave,Arterial,Cameleon,22,220.0,One Side ,1.38,,
,EY,11,20-Feb-25,Day,Arsalan Saeed,1 crew / TOA 2-5 CM #1,12,,TOA2-5,,Shaw St,Dupont St,Bloor St W,Collector,Cameleon,31,310.0,One Side ,0.93,,
,EY,11,20-Feb-25,Day,Arsalan Saeed,1 crew / TOA 2-5 CM #2,12,,TOA2-5,,Shaw St,Bloor St W,Just S. of Harbord St,Collector,Cameleon,6,60.0,One Side ,0.41,,
,EY,9,20-Feb-25,Day,Arsalan Saeed,1 crew / TOA 2-5 CM #2,12,,TOA2-5,,Bartlett Ave,Hallam St,150m N. of Hallam St,Local,Cameleon,11,110.0,One Side ,0.15,,
,EY,2,20-Feb-25,Day,Arsalan Saeed,0.5 crew / TOA 2-5 CM #3,12,,TOA2-5,,Islington Ave,Highway 401,Princess Margaret Blvd,Sidewalk,Cameleon,0,0.0,Southbound,4.19,,
,EY,2,20-Feb-25,Day,Arsalan Saeed,0.5 crew / TOA 2-5 CM #3,12,,TOA2-5,,Islington Ave,Dundas St W,Highway 401,Sidewalk,Cameleon,0,0.0,Northbound,7.03,,
,EY,4,20-Feb-25,Night,Ivan Gaitan,"2 crew / TOA2-5 CM #1, #2",12,,TOA2-5,,Bloor St W,Riverside Dr,Perth Ave,Bike,Cameleon,42,420.0,Eastbound,3.58,,
,EY,1,20-Feb-25,Day,Ian MacMillan ,1 crew/ TOA2-1 BL #1,12,,TOA2-1,,Dixon Rd,Skyway Ave,Martin Grove Road,"Arterial, Sidewalks",Blower,20,200.0,Eastbound,1.35,,
,EY,10,20-Feb-25,Day,Avinash Singh,1 crew / TOA2-1 BL #2,11,,TOA2-1,,Wellington St W,Blue Jays Way,Clarence Square,"Arterial, Sidewalks, Bike Lanes",Blower,32,320.0,Bothsides,0.22,,
,EY,10,20-Feb-25,Day,Avinash Singh,1 crew / TOA2-1 BL #2,,,TOA2-1,,Clarence Square,Wellington St,Spadina,"Sidewalk, Collector",Blower,,0.0,Bothsides,0.54,,
,EY,10,20-Feb-25,Day,Avinash Singh,1 crew / TOA2-1 BL #2,,,TOA2-1,,Wellington St W,Spadina Ave,60m West of Spadina,Bike Lane,Blower,,0.0,North ,0.06,,
,EY,1,20-Feb-25,Night,Matthew Shaw/Sergio D'Amico,1 crew / TOA2-1 BL #1,12,,TOA2-1,,St Phillips,Dixon Rd,Weston Rd,Arterial,Blower,40,400.0,Eastbound,0.79,,
,EY,1,20-Feb-25,Night,Matthew Shaw/Sergio D'Amico,1 crew / TOA2-1 BL #1,12,,TOA2-1,,Weston Rd,St Phillips,Church St,Arterial,Blower,,0.0,Southbound,0.68,,
,EY,12,20-Feb-25,Night,Florian Osmanaj/Ahmad Nabavi,1 crew / TOA2-1 BL #2,12,,TOA2-1,,Bathurst St,Claxton Blvd,Davenport Rd,Arterial,Blower,72,720.0,Southbound,0.73,,
,TEY,13,20-Feb-25,Night,Matthew Shaw,1 crew / TOA1-5 BL #2,12,,TOA1-5,,Dundas St W,Yonge St ,Elizabeth St,Arterial,Blower,23,230.0,Westbound,0.357,,
,EY,11,21-Feb-25,Day,Avinash Singh,1 crew / TOA2-1 BL #2,12,,TOA2-1,,Palmerston,Hammond Pl,Follis,"Local, Sidewalks, Bike Lanes",Blower,25,250.0,Bothsides,0.952,,
,TEY,11,21-Feb-25,Day,Avinash Singh,1 crew / TOA1-5 BL #2,12,,TOA1-5,,Shaw St,Hammond Pl,College,"Collector, Sidewalks, Bike Lanes",Blower,39,390.0,Bothsides,2.7,,
